user_id,item_id,click,follow,like,share,video_category,watching_times,gender,age
2,13220,1,0,1,0,1,3,1,4
2,16305,1,0,0,0,1,1,1,4
2,2485,1,0,0,0,0,2,1,4
2,839,1,0,0,0,0,1,1,4
3,17,1,0,1,0,0,2,2,2
3,18,1,0,0,0,0,2,2,2
3,19,1,0,1,0,0,2,2,2
3,20,1,0,0,0,0,2,2,2
3,22,1,0,1,0,1,2,2,2
3,23,1,0,1,0,1,2,2,2
3,24,1,0,1,0,1,2,2,2
3,27,1,0,1,0,1,2,2,2
3,28,1,1,1,0,0,2,2,2
3,29,1,0,1,0,1,2,2,2
3,30,1,0,1,0,1,1,2,2
3,31,1,0,1,0,1,2,2,2
3,33,1,0,1,0,0,1,2,2
3,34,1,0,1,0,1,2,2,2
3,37,1,0,1,0,0,2,2,2
3,16410,1,0,0,0,1,2,2,2
3,245602,1,0,0,0,0,2,2,2
3,279342,1,0,0,0,0,1,2,2
3,2480,1,0,0,0,1,2,2,2
3,23170,1,0,1,0,0,2,2,2
3,21096,1,0,0,0,0,2,2,2
3,9545,1,0,1,0,1,2,2,2
3,2797,1,0,0,0,1,1,2,2
3,74808,1,0,1,0,1,2,2,2
3,28604,1,0,0,0,1,2,2,2
3,54733,1,0,0,0,0,3,2,2
3,48285,1,0,0,0,1,1,2,2
3,1901,1,0,1,0,1,2,2,2
3,58941,1,0,1,0,1,1,2,2
3,12776,1,0,1,0,1,1,2,2
3,6991,1,0,1,0,1,1,2,2
3,154771,1,0,0,0,1,2,2,2
3,1035,1,0,1,0,0,1,2,2
3,6728,1,0,0,0,0,1,2,2
3,20075,1,1,1,0,1,2,2,2
3,4661,1,0,0,0,1,1,2,2
3,32671,1,0,0,0,1,1,2,2
4,44,1,0,0,0,1,1,2,2
4,56,1,0,0,0,1,2,2,2
4,64,1,0,0,0,1,1,2,2
4,119089,1,0,0,0,0,1,2,2
4,6098,1,0,0,0,1,2,2,2
4,11112,1,0,0,0,1,2,2,2
4,4099,1,0,0,0,0,1,2,2
4,50366,1,0,0,0,1,2,2,2
4,1407,1,0,0,0,1,1,2,2
4,1561,1,0,0,0,0,2,2,2
4,16688,1,0,0,0,0,1,2,2
4,6348,1,0,0,0,1,1,2,2
4,3498,1,0,0,0,0,1,2,2
4,1354256,1,0,0,0,0,1,2,2
4,1355558,1,0,0,0,1,1,2,2
4,1659942,1,0,0,0,1,2,2,2
4,1364692,1,0,0,0,1,1,2,2
4,1365231,1,0,0,0,1,1,2,2
4,1352659,1,0,0,0,0,2,2,2
4,1895873,1,0,0,0,1,1,2,2
4,1354093,1,0,0,0,0,1,2,2
4,1363453,1,0,0,0,0,1,2,2
4,1353402,1,0,0,0,0,1,2,2
4,1363042,1,0,0,0,1,1,2,2
4,1367946,1,0,0,0,1,1,2,2
4,1353810,1,0,0,0,0,1,2,2
4,1381720,1,0,0,0,1,1,2,2
5,68,1,0,0,0,1,5,1,2
5,69,1,0,0,0,0,2,1,2
5,86472,1,0,0,0,1,4,1,2
5,21127,1,0,0,0,1,2,1,2
5,73775,1,0,0,0,1,3,1,2
5,86739,1,0,0,0,1,1,1,2
5,76237,1,0,0,0,1,1,1,2
5,1066,1,0,1,0,0,2,1,2
5,11566,1,0,0,0,0,1,1,2
5,1463,1,0,0,0,0,1,1,2
5,138957,1,0,0,0,1,1,1,2
5,6965,1,0,0,0,1,1,1,2
5,1434675,1,0,0,0,0,2,1,2
5,72817,1,0,0,0,0,1,1,2
5,1355110,1,0,0,0,0,1,1,2
5,1360258,1,0,0,0,1,1,1,2
5,1353836,1,0,0,0,0,1,1,2
5,1371932,1,0,0,0,0,1,1,2
5,1357138,1,0,0,0,0,2,1,2
5,1359348,1,0,0,0,1,1,1,2
5,1360671,1,0,0,0,1,1,1,2
5,1378427,1,0,0,0,0,1,1,2
5,1362776,1,0,0,0,0,1,1,2
5,1360127,1,0,0,0,0,1,1,2
5,921,1,0,0,0,0,5,1,2
5,1392181,1,0,0,0,0,1,1,2
5,1352696,1,0,0,0,0,1,1,2
5,1355218,1,0,0,0,0,4,1,2
5,29211,1,0,0,0,0,4,1,2
5,6945,1,0,0,0,1,2,1,2
5,1366509,1,0,0,0,0,1,1,2
5,3034394,1,0,0,0,1,2,1,2
5,1376658,1,0,0,0,1,2,1,2
5,68079,1,0,0,0,0,5,1,2
5,1353767,1,0,0,0,0,3,1,2
5,1359491,1,0,0,0,1,3,1,2
5,3033889,1,0,1,0,0,4,1,2
5,1356537,1,0,0,0,1,1,1,2
5,1369917,1,0,0,0,0,1,1,2
5,18488,1,0,0,0,1,1,1,2
5,1353619,1,0,0,0,0,1,1,2
5,1358334,1,0,0,0,0,1,1,2
5,12470,1,0,0,0,1,2,1,2
5,1374170,1,0,0,0,0,1,1,2
5,1353772,1,0,0,0,0,2,1,2
5,1407042,1,0,0,0,0,5,1,2
5,1374802,1,0,0,0,1,2,1,2
5,1353600,1,0,0,0,0,1,1,2
5,1353269,1,0,0,0,0,2,1,2
5,1366028,1,0,0,0,0,1,1,2
5,1410229,1,0,0,0,1,2,1,2
5,1384818,1,0,0,0,0,1,1,2
5,1353011,1,0,0,0,0,1,1,2
6,72,1,0,0,0,0,1,2,4
6,73,1,0,0,0,0,2,2,4
6,75,1,0,0,0,1,1,2,4
6,76,1,0,0,0,0,1,2,4
6,44757,1,0,0,0,0,2,2,4
6,2971,1,0,0,0,0,1,2,4
6,60756,1,0,0,0,0,1,2,4
6,10336,1,0,0,0,0,1,2,4
6,68766,1,0,0,0,0,1,2,4
6,743,1,0,0,0,0,1,2,4
6,145429,1,0,0,0,1,3,2,4
6,50424,1,0,0,0,0,1,2,4
6,47072,1,0,0,0,0,1,2,4
6,147823,1,0,0,0,1,1,2,4
6,5813,1,0,0,0,0,2,2,4
6,50017,1,0,0,0,0,1,2,4
6,47722,1,0,0,0,0,1,2,4
6,23829,1,0,0,0,0,1,2,4
6,21173,1,0,0,0,0,1,2,4
6,2951,1,0,0,0,0,1,2,4
6,16452,1,0,0,0,0,1,2,4
6,279298,1,0,0,0,0,2,2,4
6,67973,1,0,0,0,0,1,2,4
6,127721,1,0,0,0,0,2,2,4
6,364106,1,0,0,0,0,1,2,4
6,95091,1,0,0,0,0,2,2,4
6,69094,1,0,0,0,0,1,2,4
6,9430,1,0,0,0,0,1,2,4
6,35202,1,0,0,0,0,1,2,4
6,44188,1,0,0,0,0,1,2,4
6,333466,1,0,0,0,0,1,2,4
7,82,1,1,0,0,1,2,1,4
7,83,1,0,0,0,1,2,1,4
7,89,1,0,0,0,0,1,1,4
7,91,1,0,0,0,0,1,1,4
7,51886,1,0,0,0,1,2,1,4
7,39362,1,0,0,0,1,2,1,4
7,182493,1,0,0,0,1,1,1,4
7,6487,1,0,0,0,1,1,1,4
7,2340,1,0,0,0,1,1,1,4
7,66615,1,0,0,0,1,1,1,4
7,14249,1,0,0,0,0,3,1,4
7,9267,1,0,0,0,1,2,1,4
7,104164,1,0,0,0,0,1,1,4
8,97,1,0,0,0,1,2,0,0
8,98,1,0,0,0,1,2,0,0
8,99,1,0,0,0,0,2,0,0
8,106,1,0,0,0,1,2,0,0
8,400846,1,0,0,0,0,1,0,0
8,23187,1,0,0,0,1,2,0,0
8,324214,1,0,0,0,0,2,0,0
8,13962,1,0,0,0,1,2,0,0
8,2809,1,0,0,0,1,2,0,0
8,7149,1,0,0,0,1,3,0,0
8,2221,1,0,0,0,0,2,0,0
8,4883,1,0,0,0,0,2,0,0
8,38547,1,0,0,0,1,2,0,0
8,651,1,0,0,0,1,1,0,0
8,16935,1,0,0,0,1,2,0,0
8,13834,1,0,0,0,1,2,0,0
8,41686,1,0,0,0,1,2,0,0
8,64933,1,0,0,0,1,2,0,0
8,23659,1,0,0,0,1,1,0,0
8,7603,1,0,0,0,1,1,0,0
8,23262,1,0,0,0,1,2,0,0
8,447938,1,0,0,0,1,1,0,0
8,108803,1,0,0,0,1,1,0,0
8,20397,1,0,0,0,1,2,0,0
8,1966,1,0,0,0,0,2,0,0
8,40275,1,0,0,0,0,2,0,0
8,6106,1,0,0,0,1,3,0,0
8,113,1,0,0,0,1,2,0,0
8,1665,1,0,0,0,1,1,0,0
8,29604,1,0,0,0,1,3,0,0
8,69263,1,0,0,0,1,1,0,0
8,2077,1,0,0,0,0,2,0,0
8,69,1,0,0,0,0,2,0,0
8,13217,1,0,0,0,1,4,0,0
8,42570,1,0,0,0,1,1,0,0
8,23969,1,0,0,0,1,2,0,0
8,38183,1,0,0,0,1,2,0,0
8,2457,1,0,0,0,1,1,0,0
8,438605,1,0,0,0,0,1,0,0
8,97178,1,0,0,0,1,1,0,0
8,3951,1,0,0,0,0,1,0,0
8,111288,1,0,0,0,0,1,0,0
8,8908,1,0,0,0,0,1,0,0
8,2533,1,0,0,0,1,2,0,0
8,111289,1,0,0,0,0,1,0,0
8,67497,1,0,0,0,0,1,0,0
8,3760,1,0,0,0,1,1,0,0
8,41095,1,0,0,0,0,1,0,0
8,4436,1,0,0,0,1,1,0,0
8,41094,1,0,0,0,1,1,0,0
8,409991,1,0,0,0,0,2,0,0
8,505851,1,0,0,0,0,2,0,0
8,17458,1,0,0,0,1,1,0,0
8,111286,1,0,0,0,1,1,0,0
8,19242,1,0,0,0,0,2,0,0
8,111287,1,0,0,0,0,1,0,0
8,9271,1,0,0,0,0,1,0,0
8,8298,1,0,0,0,0,1,0,0
8,35140,1,0,0,0,1,1,0,0
8,41096,1,0,0,0,1,1,0,0
8,141736,1,0,0,0,0,1,0,0
8,67467,1,0,0,0,1,1,0,0
8,44230,1,0,0,0,1,2,0,0
8,16736,1,0,0,0,1,1,0,0
8,101461,1,0,0,0,0,1,0,0
8,141735,1,0,0,0,0,1,0,0
8,238997,1,0,0,0,1,2,0,0
8,538,1,0,0,0,1,1,0,0
8,32726,1,0,0,0,0,2,0,0
8,9903,1,0,0,0,1,2,0,0
8,148949,1,0,0,0,1,2,0,0
8,60822,1,0,0,0,1,1,0,0
8,1642,1,0,0,0,0,2,0,0
8,12014,1,0,0,0,0,1,0,0
8,109416,1,0,0,0,1,2,0,0
8,64103,1,0,0,0,1,2,0,0
8,15523,1,0,0,0,1,1,0,0
8,790,1,0,0,0,1,1,0,0
8,300696,1,0,0,0,1,1,0,0
8,95898,1,0,0,0,1,1,0,0
8,503215,1,0,0,0,1,1,0,0
8,14101,1,0,0,0,1,2,0,0
8,58705,1,0,0,0,0,1,0,0
8,62952,1,0,0,0,0,2,0,0
8,81258,1,0,0,0,1,2,0,0
8,375,1,0,0,0,0,3,0,0
8,318414,1,0,0,0,1,2,0,0
8,138611,1,0,0,0,1,1,0,0
8,894,1,0,0,0,0,2,0,0
8,13897,1,0,0,0,1,1,0,0
8,560671,1,0,0,0,1,1,0,0
8,118713,1,0,0,0,1,1,0,0
8,7,1,0,0,0,1,2,0,0
8,70403,1,0,0,0,1,1,0,0
8,833,1,0,0,0,0,1,0,0
8,692922,1,0,0,0,1,1,0,0
8,150728,1,0,0,0,1,2,0,0
8,1388,1,0,0,0,0,1,0,0
8,105209,1,0,0,0,1,2,0,0
8,428478,1,0,0,0,1,1,0,0
8,273504,1,0,0,0,1,2,0,0
8,61467,1,0,0,0,1,1,0,0
8,59752,1,0,0,0,1,1,0,0
8,14587,1,0,0,0,1,1,0,0
8,82686,1,0,0,0,1,2,0,0
8,1243,1,0,0,0,0,1,0,0
8,883,1,0,0,0,1,1,0,0
8,442,1,0,0,0,1,1,0,0
8,105657,1,0,0,0,1,1,0,0
8,3231803,1,0,0,0,1,2,0,0
8,3297575,1,0,0,0,1,2,0,0
8,3244647,1,0,0,0,1,2,0,0
8,3314060,1,0,0,0,0,2,0,0
8,3292401,1,0,0,0,0,2,0,0
8,3243440,1,0,0,0,1,2,0,0
8,3298187,1,0,0,0,0,2,0,0
8,3043150,1,0,0,0,0,2,0,0
8,3058242,1,0,0,0,1,3,0,0
8,3308648,1,0,0,0,0,2,0,0
8,3647994,1,0,0,0,0,2,0,0
8,3043527,1,0,0,0,0,2,0,0
8,3264902,1,0,0,0,0,1,0,0
8,3033809,1,0,0,0,1,1,0,0
8,3044555,1,0,0,0,1,2,0,0
8,3208352,1,0,0,0,0,2,0,0
8,3035478,1,0,0,0,1,2,0,0
8,106748,1,0,0,0,0,1,0,0
8,1363183,1,0,0,0,0,1,0,0
9,112,1,0,0,0,0,1,2,5
9,113,1,0,0,0,1,1,2,5
9,114,1,0,0,0,1,1,2,5
9,115,1,0,0,0,1,1,2,5
9,116,1,0,0,0,1,1,2,5
9,1533,1,0,0,0,1,1,2,5
9,5663,1,0,0,0,0,2,2,5
9,8715,1,0,0,0,0,1,2,5
9,13660,1,0,0,0,1,2,2,5
9,1527,1,0,0,0,1,2,2,5
9,794,1,0,0,0,0,1,2,5
9,36295,1,0,0,0,1,1,2,5
9,1186,1,0,0,0,0,1,2,5
9,12213,1,0,0,0,1,1,2,5
9,13274,1,0,0,0,0,1,2,5
9,478445,1,0,0,0,0,1,2,5
10,117,1,0,0,0,0,2,0,0
10,118,1,0,0,0,0,2,0,0
10,120,1,0,0,0,0,3,0,0
10,122,1,0,0,0,0,2,0,0
10,124,1,0,0,0,0,1,0,0
10,125,1,0,0,0,1,2,0,0
10,126,1,0,0,0,1,2,0,0
10,128,1,0,0,0,0,2,0,0
10,129,1,0,0,0,0,2,0,0
10,130,1,0,0,0,0,2,0,0
10,135,1,0,0,0,0,2,0,0
10,137,1,0,0,0,1,2,0,0
10,396065,1,0,0,0,0,1,0,0
10,396069,1,0,0,0,0,2,0,0
10,396071,1,0,0,0,0,2,0,0
10,524476,1,0,0,0,0,2,0,0
10,524477,1,0,0,0,0,2,0,0
10,524478,1,0,0,0,0,2,0,0
10,16582,1,0,0,0,0,1,0,0
10,602902,1,0,0,0,0,2,0,0
10,602903,1,0,0,0,0,2,0,0
10,656025,1,0,0,0,0,2,0,0
10,7573,1,0,0,0,1,1,0,0
10,695741,1,0,0,0,0,1,0,0
10,695743,1,0,0,0,0,2,0,0
10,695744,1,0,0,0,0,2,0,0
10,6607,1,0,0,0,0,1,0,0
10,261424,1,0,0,0,0,2,0,0
10,323501,1,0,0,0,0,2,0,0
10,1078740,1,0,0,0,0,1,0,0
10,997730,1,0,0,0,0,2,0,0
10,1033598,1,0,0,0,0,2,0,0
10,39175,1,0,0,0,0,2,0,0
10,719587,1,0,0,0,0,1,0,0
10,997735,1,0,0,0,0,2,0,0
10,1033591,1,0,0,0,0,1,0,0
10,997729,1,0,0,0,0,2,0,0
10,1127145,1,0,0,0,0,1,0,0
10,1078741,1,0,0,0,0,1,0,0
10,669,1,0,0,0,0,1,0,0
10,1104492,1,0,0,0,0,1,0,0
10,221556,1,0,0,0,0,1,0,0
10,1104491,1,0,0,0,0,2,0,0
10,1078744,1,0,0,0,0,2,0,0
10,3642,1,0,0,0,0,1,0,0
10,25860,1,0,0,0,1,1,0,0
10,420959,1,0,0,0,0,1,0,0
11,141,1,0,0,0,1,2,1,3
11,142,1,0,0,0,1,1,1,3
11,143,1,0,1,0,1,5,1,3
11,144,1,0,0,0,1,2,1,3
11,145,1,0,0,0,1,2,1,3
11,146,1,0,0,0,0,2,1,3
11,147,1,0,0,0,1,3,1,3
11,148,1,0,0,0,1,3,1,3
11,149,1,0,0,0,1,2,1,3
11,151,1,0,0,0,1,2,1,3
11,152,1,0,0,0,1,2,1,3
11,153,1,0,0,0,0,1,1,3
11,154,1,0,0,0,1,4,1,3
11,157,1,0,0,0,0,2,1,3
11,158,1,0,0,0,1,4,1,3
11,159,1,0,0,0,1,3,1,3
11,854,1,0,0,0,0,2,1,3
11,1074,1,0,0,0,0,3,1,3
11,4730,1,0,0,0,1,1,1,3
11,225496,1,0,0,0,0,1,1,3
11,4570,1,0,0,0,0,2,1,3
11,12420,1,0,0,0,1,1,1,3
11,779,1,0,0,0,1,1,1,3
11,14464,1,0,0,0,0,3,1,3
11,23292,1,0,0,0,1,1,1,3
11,1844,1,0,1,0,0,2,1,3
11,14616,1,0,0,0,0,1,1,3
11,7459,1,0,0,0,0,2,1,3
11,4789,1,0,0,0,1,2,1,3
11,1388,1,0,0,0,0,2,1,3
11,7507,1,0,0,0,1,1,1,3
11,9150,1,0,0,0,1,3,1,3
11,921,1,0,0,0,0,1,1,3
11,9732,1,0,0,0,1,1,1,3
11,1157,1,0,0,0,0,2,1,3
11,2245,1,0,0,0,1,2,1,3
11,2788,1,0,0,0,0,2,1,3
11,4331,1,0,1,0,0,2,1,3
11,86102,1,0,0,0,0,2,1,3
11,2810,1,0,0,0,0,1,1,3
11,896,1,0,0,0,0,2,1,3
11,25710,1,0,1,0,0,1,1,3
11,3841,1,0,0,0,1,1,1,3
11,1380121,1,0,1,0,0,1,1,3
11,1572798,1,0,0,0,0,2,1,3
11,1399798,1,0,0,0,0,1,1,3
11,1395073,1,0,0,0,0,1,1,3
11,1455936,1,0,0,0,0,1,1,3
11,1425314,1,0,0,0,0,1,1,3
11,1367563,1,0,0,0,0,1,1,3
11,1493808,1,0,0,0,0,1,1,3
12,160,1,0,0,0,1,1,1,5
12,162,1,0,0,0,0,1,1,5
12,175,1,0,0,0,1,1,1,5
12,176,1,0,0,0,1,1,1,5
12,177,1,0,0,0,0,2,1,5
12,180,1,0,0,0,0,1,1,5
12,181,1,0,0,0,0,5,1,5
12,185,1,0,0,0,0,3,1,5
12,186,1,0,0,0,0,3,1,5
12,187,1,0,0,0,0,2,1,5
12,187127,1,0,0,0,1,1,1,5
12,123877,1,0,0,0,1,1,1,5
12,21741,1,0,0,0,1,1,1,5
12,7793,1,0,0,0,1,1,1,5
12,18946,1,0,0,0,1,1,1,5
12,11763,1,0,0,0,0,1,1,5
12,26610,1,0,0,0,1,1,1,5
12,33914,1,0,0,0,0,2,1,5
12,22341,1,0,0,0,0,1,1,5
12,22893,1,0,0,0,1,1,1,5
12,4962,1,0,0,0,1,1,1,5
12,262554,1,0,0,0,1,1,1,5
12,28718,1,0,0,0,0,1,1,5
12,12286,1,0,0,0,1,1,1,5
12,391003,1,0,0,0,0,1,1,5
12,221012,1,0,0,0,1,1,1,5
12,1294,1,0,0,0,0,1,1,5
12,52560,1,0,0,0,0,1,1,5
12,31591,1,0,0,0,0,1,1,5
12,106035,1,0,0,0,0,1,1,5
12,124138,1,0,0,0,0,2,1,5
12,3825,1,0,0,0,0,1,1,5
12,6398,1,0,0,0,0,1,1,5
12,174,1,0,0,0,1,1,1,5
12,50650,1,0,0,0,1,1,1,5
12,45493,1,0,0,0,1,1,1,5
12,170,1,0,0,0,0,1,1,5
12,284975,1,0,0,0,0,1,1,5
12,14464,1,0,0,0,0,1,1,5
12,121215,1,0,0,0,0,1,1,5
12,1442,1,0,0,0,1,1,1,5
12,210681,1,0,0,0,0,1,1,5
12,9311,1,0,0,0,0,1,1,5
12,265274,1,0,0,0,0,1,1,5
12,117356,1,0,0,0,1,1,1,5
13,193,1,0,0,0,1,2,1,4
13,194,1,0,0,0,0,2,1,4
13,195,1,0,0,0,1,2,1,4
13,199,1,0,0,0,0,1,1,4
13,200,1,0,0,0,1,2,1,4
13,10596,1,0,0,0,1,1,1,4
13,809,1,0,0,0,0,1,1,4
13,3236,1,0,0,0,0,1,1,4
13,5226,1,0,0,0,1,1,1,4
13,16742,1,0,0,0,1,1,1,4
13,812,1,0,0,0,1,1,1,4
13,1982,1,0,0,0,1,1,1,4
13,25741,1,0,0,0,1,2,1,4
13,99,1,0,0,0,0,1,1,4
13,3133,1,0,0,0,0,1,1,4
13,1206,1,0,0,0,0,1,1,4
13,105680,1,0,0,0,0,1,1,4
14,211,1,0,0,0,1,1,1,3
14,212,1,0,0,0,0,2,1,3
14,214,1,0,0,0,1,1,1,3
14,215,1,0,0,0,1,1,1,3
14,218,1,0,0,0,1,1,1,3
14,219,1,0,0,0,1,1,1,3
14,220,1,0,0,0,1,2,1,3
14,3498,1,0,0,0,0,1,1,3
14,44389,1,0,0,0,0,1,1,3
14,38697,1,0,0,0,1,2,1,3
14,2072,1,0,0,0,1,1,1,3
14,1266,1,0,0,0,0,1,1,3
14,7086,1,0,0,0,0,1,1,3
14,170846,1,0,0,0,0,2,1,3
14,26723,1,0,0,0,0,1,1,3
14,12802,1,0,0,0,1,1,1,3
14,3789,1,0,0,0,1,1,1,3
14,4846,1,0,0,0,1,2,1,3
14,18861,1,0,0,0,1,1,1,3
14,39367,1,0,0,0,1,1,1,3
14,26383,1,0,0,0,1,1,1,3
14,92639,1,0,0,0,0,1,1,3
14,7633,1,0,0,0,1,2,1,3
14,20128,1,0,0,0,1,1,1,3
14,122534,1,0,0,0,1,1,1,3
14,25666,1,0,0,0,1,1,1,3
14,2077,1,0,0,0,0,1,1,3
14,9744,1,0,0,0,1,1,1,3
14,16689,1,0,0,0,0,1,1,3
14,17661,1,0,0,0,1,1,1,3
14,7987,1,0,0,0,1,1,1,3
14,1190,1,0,0,0,0,1,1,3
14,52396,1,0,0,0,1,3,1,3
14,18522,1,0,0,0,1,1,1,3
14,149056,1,0,0,0,1,1,1,3
14,15991,1,0,0,0,1,1,1,3
14,142,1,0,0,0,1,1,1,3
14,1973,1,0,0,0,1,1,1,3
14,10386,1,0,0,0,0,1,1,3
14,130381,1,0,0,0,0,1,1,3
14,18745,1,0,0,0,1,1,1,3
14,7752,1,0,0,0,1,1,1,3
14,5487,1,0,0,0,1,2,1,3
14,661482,1,0,0,0,1,1,1,3
14,53372,1,0,0,0,1,1,1,3
14,28041,1,0,0,0,0,1,1,3
14,1020,1,0,0,0,1,2,1,3
14,140911,1,0,0,0,1,1,1,3
14,10230,1,0,0,0,1,1,1,3
14,1057,1,0,0,0,0,1,1,3
14,18565,1,0,0,0,1,1,1,3
14,503,1,0,0,0,0,1,1,3
14,667,1,0,0,0,1,1,1,3
14,18940,1,0,0,0,1,1,1,3
14,3682,1,0,0,0,1,1,1,3
14,1229,1,0,0,0,0,1,1,3
14,34891,1,0,0,0,1,1,1,3
14,4467,1,0,0,0,1,1,1,3
14,2686,1,0,0,0,1,1,1,3
14,72230,1,0,0,0,1,1,1,3
14,12888,1,0,0,0,1,2,1,3
14,6461,1,0,0,0,1,1,1,3
14,35625,1,0,0,0,1,1,1,3
14,3311,1,0,0,0,1,1,1,3
14,31118,1,0,0,0,1,1,1,3
14,45158,1,0,0,0,1,1,1,3
14,1225,1,0,0,0,1,1,1,3
14,2946,1,0,0,0,1,1,1,3
14,3060,1,0,0,0,0,1,1,3
14,7145,1,0,0,0,1,1,1,3
14,204943,1,0,0,0,0,1,1,3
14,19879,1,0,0,0,1,1,1,3
14,1380797,1,0,0,0,0,1,1,3
14,3121171,1,0,0,0,1,1,1,3
14,1354488,1,0,0,0,0,1,1,3
14,1375261,1,0,0,0,0,1,1,3
14,1414518,1,0,0,0,0,1,1,3
14,1357035,1,0,0,0,0,1,1,3
14,1364768,1,0,0,0,0,2,1,3
14,1693601,1,0,0,0,0,1,1,3
14,1570320,1,0,0,0,0,1,1,3
14,1364311,1,0,0,0,0,1,1,3
14,1354382,1,0,0,0,0,1,1,3
14,3033320,1,0,0,0,0,1,1,3
14,1353347,1,0,0,0,0,1,1,3
14,1370222,1,0,0,0,0,1,1,3
14,1357031,1,0,0,0,0,1,1,3
14,1382471,1,0,0,0,1,1,1,3
14,3084238,1,0,0,0,1,1,1,3
14,1953624,1,0,0,0,0,2,1,3
14,3033230,1,0,0,0,0,1,1,3
14,3034890,1,0,0,0,1,2,1,3
14,1352835,1,0,0,0,0,1,1,3
14,3325713,1,0,0,0,0,7,1,3
14,1354203,1,0,0,0,1,2,1,3
14,3033969,1,0,0,0,1,1,1,3
14,3058731,1,0,0,0,0,1,1,3
14,1352736,1,0,0,0,0,1,1,3
14,1353084,1,0,0,0,0,1,1,3
14,1354220,1,0,0,0,0,1,1,3
14,1353845,1,0,0,0,0,1,1,3
14,1764145,1,0,0,0,0,2,1,3
14,1354238,1,0,0,0,0,2,1,3
14,1379468,1,0,0,0,0,3,1,3
14,1381487,1,0,0,0,1,8,1,3
14,3033498,1,0,0,0,0,1,1,3
14,1503083,1,0,0,0,0,1,1,3
14,1682911,1,0,0,0,0,2,1,3
14,3211574,1,0,0,0,0,1,1,3
14,1375805,1,0,0,0,0,3,1,3
14,3294382,1,0,0,0,1,2,1,3
